element,sp_num,obs_wl_air(A),unc_obs_wl,ritz_wl_air(A),unc_ritz_wl
Nd,2,8187.83,0.10,8187.842+,0.009
Cr,1,8187.876,0.007,8187.8781,0.0010
V,1,8188.979,0.003,8188.9787,0.0010
Fe,1,8189.0459,0.0020,8189.0464,0.0009
V,1,8189.540,0.003,8189.541,0.003
Cr,1,8190.09,0.05,8190.105,0.004
Cr,1,8191.01,0.05,8191.0101,0.0020
Zr,1,8191.02,0.10,,
Fe,1,8193.080,0.005,8193.0821,0.0021
K,1,,,8194.942,0.004
K,1,,,8196.493,0.004
Ni,1,,,8196.784,0.010
Zr,1,8196.98,0.10,,
Na,1,8197.0434,0.0005,8197.0433,0.0013
K,1,,,8197.051,0.004
Na,1,8197.0766,0.0005,8197.0769,0.0013
Cr,1,8197.12,0.05,8197.1575,0.0011
Fe,1,8197.500,0.010,8197.494,0.003
Sm,2,8197.75,0.10,,
Fe,1,8198.7698,0.0020,8198.7697,0.0009
Cr,1,8199.290,0.016,8199.2921,0.0007
Th,2,8200.321,0.009,8200.30629,0.00016
Fe,1,8200.525,0.005,8200.5265,0.0021
Dy,2,8201.02,0.10,,
V,1,8201.119,0.003,8201.1190,0.0013
Fe,1,8201.1756,0.0020,8201.1741,0.0009
Cd,1,8202.5633,0.0010,8202.563,0.013
Dy,2,8203.82,0.10,,
Zr,1,8203.98,0.10,,
Ni,1,,,8203.995,0.010
Ni,1,,,8203.995,0.010
Fe,1,8204.409,0.005,8204.4099,0.0021
V,1,8205.250,0.003,8205.2494,0.0020
Th,2,8205.4563,0.0005,8205.45593,0.00013
Fe,1,8206.3578,0.0020,8206.3571,0.0009
Fe,1,8207.1923,0.0020,8207.1922,0.0009
Nd,2,8207.64,0.10,8207.644+,0.010
Sm,2,8208.56,0.10,,
Ti,1,8209.467,0.008,8209.468,0.003
Fe,1,8209.9988,0.0020,8209.9980,0.0010
Mg,1,8212.096,0.010,8212.092,0.010
Ba,1,8212.496,0.010,8212.497+,0.010
Cr,1,8214.492,0.008,8214.491,0.004
Zr,1,8214.79,0.10,,
Mg,1,8215.292,0.010,8215.299,0.010
Cr,1,8215.407,0.016,8215.401,0.003
Ti,1,8216.082,0.008,8216.087,0.003
Fe,1,8218.0628,0.0020,8218.0627,0.0021
Cr,1,8218.540,0.008,8218.5373,0.0009
Th,2,8218.611,0.009,8218.6316,0.0007
Ti,1,8219.463,0.008,8219.453,0.003
Th,2,8219.4855,0.0006,8219.48541,0.00020
Cr,1,8220.457,0.008,8220.461,0.011
Dy,2,8220.88,0.10,,
Sm,2,8221.02,0.10,,
Fe,1,8222.6382,0.0020,8222.6368,0.0015
Th,2,8223.0107,0.0015,8223.01089,0.00020
Th,2,8223.493,0.009,8223.4727,0.0004
O,1,,,8224.058,0.010
O,1,8224.08,0.10,8224.084,0.010
Cr,1,8226.3267,0.0014,8226.3270,0.0006
Cr,1,8227.885,0.017,8227.8864,0.0011
O,1,8229.91,0.10,8229.915,0.010
V,1,8232.101,0.003,8232.0977,0.0020
Na,7,,,8230,100
O,1,,,8232.263,0.010
O,1,8232.28,0.10,8232.289,0.010
Fe,1,8232.902,0.005,8232.9015,0.0021
Si,1,8232.905,0.010,,
Nd,2,8233.78,0.10,8233.800+,0.010
Fe,1,8234.0080,0.0020,8234.0085,0.0010
Fe,1,8234.5802,0.0020,8234.5788,0.0010
O,1,8235.26,0.10,8235.266,0.010
Th,2,8237.480,0.009,8237.4553,0.0003
O,1,8237.61,0.10,8237.618,0.010
Cr,1,8237.9889,0.0014,8237.9887,0.0006
Th,2,8238.584,0.009,8238.6091,0.0007
Cr,1,8240.418,0.005,8240.4183,0.0008
Fe,1,8240.856,0.010,8240.8579,0.0021
In,1,8240.92,0.10,8240.95,0.10
Fe,1,8241.3925,0.0020,8241.3917,0.0010
Na,8,,,8240,100
Zr,1,8242.64,0.10,,
Cr,1,8242.92,0.10,8242.9176,0.0012
Sm,2,8243.25,0.10,,
Th,2,8243.620,0.010,8243.6275,0.0003
Ce,2,8243.82,0.10,8243.812+,0.010
V,1,8243.865,0.003,8243.8647,0.0011
Fe,1,8244.783,0.005,8244.7823,0.0015
Mo,1,8247.33,0.10,8247.362+,0.010
Cr,1,8248.50,0.05,8248.483,0.004
V,1,8248.510,0.003,8248.5084,0.0020
Fe,1,8250.3977,0.0020,8250.3955,0.0010
V,1,8250.523,0.004,8250.5249,0.0007
Nd,2,8251.03,0.10,8251.036+,0.010
Nd,2,8251.95,0.10,8251.962+,0.010
Nd,2,8251.95,0.10,8251.955+,0.010
H,1,8252.26,0.10,8252.242,0.005
K,1,8252.45,0.10,8252.43,0.04
K,1,8252.45,0.10,8252.43,0.04
Cr,1,8252.65,0.10,8252.66,0.03
K,1,8254.01,0.10,8254.00,0.04
H,1,8254.56,0.10,8254.667,0.005
V,1,8255.773,0.003,8255.7745,0.0010
H,1,8257.26,0.10,8257.288,0.005
V,1,8258.165,0.003,8258.1654,0.0011
Ca,1,8258.94,0.10,,
Fe,1,8259.550,0.005,8259.5467,0.0015
H,1,8260.16,0.10,8260.126,0.005
Th,2,8261.264,0.010,8261.2562,0.0005
V,1,8262.994,0.003,8262.9939,0.0007
H,1,8263.16,0.10,8263.206,0.005
Cr,1,8264.259,0.002,8264.2604,0.0008
Nd,2,8265.07,0.10,8265.101+,0.010
Th,2,8265.300,0.010,8265.2772,0.0005
Fe,1,8265.706,0.005,8265.7095,0.0019
Fe,1,8265.991,0.005,8265.9855,0.0022
Fe,1,8266.0977,0.0020,8266.0914,0.0010
Fe,1,8266.5501,0.0021,8266.550,0.003
H,1,8266.55,0.03,8266.557,0.005
Cr,1,8266.55,0.10,8266.599,0.008
Na,3,,,8267.17,0.19
Ru,1,8267.23,0.10,8267.24+,0.10
He,1,,,8267.972602,0.000021
Nd,2,8268.99,0.10,8269.007+,0.010
V,1,8269.883,0.003,8269.8840,0.0021
H,1,8270.21,0.03,8270.210,0.005
Fe,1,8270.407,0.005,8270.4052,0.0015
Cr,1,8270.88,0.10,8270.988,0.008
Fe,1,8271.107,0.005,8271.1057,0.0010
Fe,1,8271.9213,0.0021,8271.9219,0.0010
Cr,1,8273.84,0.05,8273.859,0.004
H,1,8274.21,0.03,8274.205,0.005
Nd,2,8275.06,0.10,8275.073+,0.010
V,1,8275.078,0.004,8275.0782,0.0011
Cr,1,8275.47,0.05,8275.4703,0.0016
Ag,1,8275.783,0.010,8275.7604,0.0007
Cr,1,8276.11,0.10,8276.0944,0.0017
Fe,1,8276.855,0.010,8276.8562,0.0010
Fe,1,8278.1664,0.0021,8278.1663,0.0010
H,1,8278.59,0.03,8278.584,0.005
Cr,1,8280.66,0.10,8280.547,0.007
Fe,1,8280.869,0.005,8280.8692,0.0015
V,1,8282.610,0.003,8282.6045,0.0010
Th,2,8283.250,0.010,8283.2299,0.0004
H,1,8283.41,0.03,8283.399,0.005
Th,2,8284.5279,0.0014,8284.52639,0.00021
V,1,8284.578,0.003,8284.5806,0.0006
Zr,1,8286.09,0.10,,
Cr,1,8287.97,0.05,8287.981,0.004
Cr,1,8288.68,0.05,8288.569,0.004
H,1,8288.70,0.03,8288.710,0.005
Cr,1,8289.424,0.002,8289.4240,0.0008
Fe,1,8289.557,0.010,8289.5637,0.0015
Sm,2,8291.54,0.10,,
Cr,1,8292.728,0.005,8292.7282,0.0009
Fe,1,8294.0436,0.0007,,
H,1,8294.58,0.03,8294.588,0.006
Fe,1,8294.7206,0.0007,,
Fe,1,8295.088,0.006,8295.0868,0.0015
Na,3,,,8295.34,0.19
Fe,1,8295.7937,0.0021,8295.7921,0.0010
Th,2,8297.3129,0.0016,8297.31327,0.00021
Cr,1,8297.58,0.10,8297.460,0.003
Cr,1,8299.156,0.006,8299.1576,0.0004
Cr,1,8299.85,0.05,8299.8272,0.0021
H,1,8301.11,0.03,8301.116,0.006
Fe,1,8302.2808,0.0021,8302.2807,0.0015
Pd,1,8303.055,0.010,8303.055,0.010
Sm,2,8303.16,0.10,,
Th,2,8304.858,0.010,8304.8694,0.0003
Nd,2,8305.02,0.10,8305.037+,0.010
Cr,1,8305.425,0.003,8305.4258,0.0006
Mg,1,8305.595,0.010,8305.595,0.010
V,1,8307.706,0.005,8307.7034,0.0016
Mg,1,,,8307.868,0.010
Mg,1,8307.879,0.010,8307.879,0.010
Sm,2,8308.07,0.10,,
Zr,1,8308.18,0.10,,
H,1,8308.38,0.03,8308.395,0.006
Ti,1,8308.554,0.008,8308.554,0.003
Cr,1,8309.65,0.10,8309.679,0.007
Ti,1,8309.699,0.008,8309.7005,0.0028
Nd,2,8310.00,0.10,8310.020+,0.010
V,1,8311.658,0.004,8311.6600,0.0021
Fe,1,8312.3537,0.0021,8312.3599,0.0015
Th,2,8312.360,0.010,8312.3691,0.0003
Mg,1,,,8312.528,0.010
Mg,1,,,8312.539,0.010
Mg,1,8312.548,0.010,8312.548,0.010
Ti,1,8313.983,0.008,8313.983,0.003
Ti,1,8315.085,0.008,8315.0803,0.0028
H,1,8316.55,0.03,8316.546,0.006
Fe,1,8316.750,0.014,8316.7484,0.0020
In,1,8317.21,0.10,8317.20,0.10
Cr,1,8320.488,0.006,8320.486,0.003
Th,2,8323.443,0.010,8323.44951,0.00015
Fe,1,,,8323.8157,0.0010
Cr,1,8324.181,0.003,8324.1792,0.0009
Fe,1,8324.202,0.006,8324.2031,0.0016
Cr,1,8325.276,0.006,8325.2754,0.0005
Cr,1,8325.570,0.005,8325.5688,0.0017
H,1,8325.71,0.03,8325.713,0.006
Fe,1,8326.436,0.010,8326.4273,0.0016
V,1,8326.625,0.003,8326.626,0.004
Nd,2,8326.79,0.10,8326.807+,0.010
Fe,1,8329.3444,0.0021,8329.3436,0.0010
V,1,8330.641,0.004,8330.645,0.003
Mo,1,8330.73,0.10,8330.738+,0.010
Cr,1,8330.74,0.05,8330.7672,0.0017
Er,2,8330.86,0.10,,
Fe,1,8331.236,0.006,8331.2387,0.0022
Y,1,8331.860,0.010,8331.854,0.004
V,1,8333.467,0.003,8333.4674,0.0007
Fe,1,8334.2050,0.0021,8334.2036,0.0010
Nd,2,8334.30,0.10,8334.333+,0.010
Zr,1,8334.73,0.10,,
Fe,1,8334.831,0.006,8334.834,0.003
H,1,8336.07,0.03,8336.074,0.006
Ti,1,8336.680,0.008,8336.681,0.003
Fe,1,8336.822,0.006,8336.8181,0.0022
V,1,8337.599,0.003,8337.5994,0.0021
Cr,1,8339.064,0.006,8339.065,0.004
U,2,8339.79,0.10,,
Sn,1,8339.947,0.005,8339.948,0.005
Ca,1,8340.33,0.10,,
Cr,1,8340.961,0.006,8340.9593,0.0017
Ca,1,8341.41,0.10,,
Fe,1,8341.6954,0.0021,8341.6938,0.0010
Fe,1,8342.795,0.006,8342.7941,0.0016
V,1,8344.255,0.003,8344.2567,0.0006
Fe,1,8344.495,0.006,8344.4976,0.0010
Th,2,8344.979,0.010,8344.9666,0.0005
Fe,1,8345.1495,0.0021,8345.1494,0.0010
Fe,1,8346.000,0.010,8346.0067,0.0022
Y,1,8346.697,0.010,8346.7020,0.0016
H,1,8347.83,0.03,8347.846,0.006
Mg,1,,,8348.400,0.010
Mg,1,,,8348.413,0.010
Mg,1,,,8348.413,0.010
Mg,1,8348.414,0.010,8348.400,0.010
Mg,1,8348.414,0.010,8348.413,0.010
Mg,1,8348.414,0.010,8348.422,0.010
Nd,2,8348.65,0.10,8348.674+,0.010
Cr,1,8350.5745,0.0007,8350.5746,0.0004
Sm,2,8350.97,0.10,,
Ti,1,8351.182,0.008,8351.178,0.003
Ru,1,8351.27,0.10,8351.27+,0.10
Fe,1,8351.3390,0.0021,8351.3395,0.0010
Sn,1,8351.6786,0.0021,8351.678,0.003
Th,2,8353.347,0.010,8353.36620,0.00021
Th,2,8353.662,0.010,8353.67053,0.00012
Ca,1,8354.69,0.10,,
Ru,1,8355.24,0.10,8355.21+,0.10
Ti,1,8355.456,0.008,8355.457,0.003
Pd,1,8355.828,0.010,8355.827,0.010
Si,1,,,8356.015,0.010
Sn,1,8359.2746,0.0020,8359.276,0.003
Ca,1,8359.47,0.10,,
Fe,1,8360.819,0.014,8360.8174,0.0010
H,1,8361.30,0.03,8361.301,0.006
Fe,1,8363.0929,0.0021,8363.0913,0.0010
He,1,,,8364.01143,0.00005
He,1,,,8364.03362,0.00005
He,1,,,8364.03543,0.00005
Ti,1,8364.300,0.008,8364.298,0.006
Ti,1,8365.877,0.008,8365.887,0.003
Ti,1,8366.536,0.008,8366.536,0.003
Y,1,8367.850,0.010,8367.8514,0.0016
Fe,1,8367.9321,0.0021,8367.9305,0.0010
Er,2,8369.88,0.10,,
Na,7,,,8370,100
Zr,1,8372.53,0.10,,
Fe,1,8374.4141,0.0021,8374.4126,0.0022
H,1,8376.78,0.03,8376.777,0.006
Nd,2,8377.46,0.10,8377.462+,0.010
Nd,2,8377.63,0.10,8377.644+,0.010
Ti,1,8379.506,0.008,8379.509,0.004
Ti,1,8380.161,0.008,8380.164,0.003
Cr,1,8380.81,0.05,8380.7558,0.0021
Cr,1,8382.383,0.017,8382.3805,0.0006
Cr,1,8382.83,0.05,8382.9120,0.0021
Ti,1,8384.833,0.008,8384.834,0.003
Ti,1,8385.083,0.008,8385.083,0.004
V,1,8387.534,0.005,8387.540,0.006
Ti,1,8388.611,0.008,8388.610,0.004
V,1,8389.130,0.003,8389.128,0.003
Th,2,8389.4104,0.0007,8389.41016,0.00013
Sm,2,8390.08,0.10,,
Fe,1,8390.0769,0.0021,8390.0761,0.0010
Mo,1,8391.63,0.10,8391.611+,0.010
Zr,1,8391.72,0.10,,
Ti,1,8391.799,0.008,8391.800,0.004
K,1,8392.53,0.10,8392.518,0.004
Th,2,8393.524,0.010,8393.5150,0.0006
Sn,1,8393.531,0.003,8393.529,0.003
K,1,,,8393.732,0.004
Dy,2,8394.32,0.10,,
H,1,8394.71,0.03,8394.703,0.006
Th,2,8394.8551,0.0018,8394.85391,0.00021
Nd,2,8397.02,0.10,8397.021+,0.010
Th,2,8397.029,0.010,8397.0222,0.0009
V,1,8399.030,0.004,8399.0277,0.0021
Ti,1,8399.202,0.008,8399.205,0.006
Th,2,8399.382,0.010,8399.37895,0.00021
Cr,1,8399.406,0.004,8399.4059,0.0006
Fe,1,8399.442,0.011,8399.442,0.003
Th,2,8401.996,0.010,8401.9724,0.0006
Nd,2,8403.16,0.10,8403.171+,0.010
Fe,1,8403.7082,0.0021,8403.7081,0.0016
Ti,1,8404.844,0.008,8404.841,0.004
V,1,8405.031,0.003,8405.0332,0.0006
Th,2,8405.8670,0.0011,8405.86746,0.00013
Th,2,8406.1061,0.0004,8406.10585,0.00017
Th,2,8408.080,0.010,8408.09785,0.00015
Dy,2,8408.16,0.10,,
V,1,8408.444,0.003,8408.4439,0.0021
Cu,1,8410.46,0.24,8410.052,0.354
V,1,8410.501,0.003,8410.4990,0.0008
Th,2,8412.8554,0.0013,8412.85488,0.00013
Sb,1,8414.026,0.010,8414.025,0.010
Ti,1,8414.668,0.008,8414.669,0.004
Th,2,8415.2945,0.0013,8415.29426,0.00017
H,1,8415.63,0.03,8415.630,0.006
Zr,1,8416.31,0.10,,
Fe,1,8416.400,0.006,8416.3976,0.0010
V,1,8416.680,0.003,8416.680,0.004
V,1,8418.809,0.003,8418.807,0.003
Dy,2,8418.95,0.10,,
Ti,1,8419.265,0.009,8419.263,0.003
Ti,1,8419.842,0.009,8419.837,0.004
K,1,8419.85,0.10,8419.834,0.004
Ce,2,8420.54,0.10,8420.551+,0.010
Cr,1,8420.65,0.10,8420.580,0.004
Ti,1,8421.006,0.009,8421.001,0.003
K,1,,,8421.471,0.004
Fe,1,8421.592,0.006,8421.592,0.003
K,1,8422.31,0.10,8422.299,0.004
V,1,8423.678,0.003,8423.6744,0.0013
Sn,1,8424.938,0.005,8424.935,0.004
Fe,1,8425.2281,0.0021,8425.2273,0.0010
Ti,1,8425.405,0.009,8425.411,0.003
Fe,1,8426.4550,0.0021,8426.4562,0.0010
Ti,1,8426.72,0.05,8426.739,0.004
O,1,8428.48,0.10,8428.480+,0.010
Ti,1,8428.820,0.009,8428.823,0.003
V,1,8433.901,0.003,8433.9013,0.0007
Sm,2,8434.96,0.10,,
Fe,1,8436.811,0.006,8436.8051,0.0010
Ti,1,8437.277,0.009,8437.272,0.003
Ti,1,8437.968,0.009,8437.970,0.003
Ru,1,8438.09,0.10,8438.08+,0.10
Th,2,8438.436,0.010,8438.4594,0.0006
H,1,8440.27,0.03,8440.274,0.006
V,1,8440.733,0.004,8440.7361,0.0021
Dy,2,8440.90,0.10,,
Ti,1,8441.238,0.009,8441.241,0.004
Fe,1,8441.8906,0.0021,8441.8897,0.0010
Ti,1,8445.290,0.009,8445.295,0.003
V,1,8445.325,0.004,8445.328,0.006
Si,1,8446.302,0.010,,
Cr,1,8446.88,0.10,8446.929,0.008
O,1,8448.57,0.10,8448.568,0.010
O,1,8448.68,0.10,8448.680,0.010
Fe,1,8448.7048,0.0021,8448.7053,0.0010
Fe,1,8448.889,0.006,8448.8959,0.0010
O,1,8449.08,0.10,8449.079,0.010
V,1,8449.505,0.003,8449.5099,0.0021
Fe,1,8449.960,0.011,8449.9575,0.0010
S,1,8451.88,0.10,8451.88,0.10
Cr,1,8452.5723,0.0007,8452.5726,0.0004
Y,1,8452.657,0.010,8452.6552,0.0023
Th,2,8452.9950,0.0007,8452.99716,0.00014
Ti,1,8453.212,0.009,8453.213,0.004
S,1,8453.66,0.10,8453.61,0.10
S,1,8454.48,0.10,8454.47,0.10
Th,2,8454.710,0.010,8454.7248,0.0008
Th,2,8455.369,0.010,8455.3473,0.0003
Zr,1,8455.49,0.10,,
Cr,1,8457.5944,0.0007,8457.5949,0.0004
Nd,2,8459.19,0.10,8459.199+,0.010
V,1,8459.231,0.003,8459.2321,0.0007
Ti,1,8459.424,0.009,8459.423,0.004
Cr,1,8460.43,0.05,8460.509,0.021
Lu,2,8461.51,0.10,,
V,1,8462.262,0.005,8462.263,0.008
Tm,2,8463.11,0.10,,
Zr,1,8466.98,0.10,,
Fe,1,8467.524,0.011,8467.5245,0.0010
Fe,1,8468.438,0.011,8468.4359,0.0010
Er,2,8468.51,0.10,,
Ni,1,,,8468.648,0.010
Mg,1,8468.809,0.010,8468.812,0.010
Fe,1,8468.857,0.011,8468.8605,0.0010
Ti,1,8469.474,0.009,8469.473,0.004
H,1,8469.59,0.03,8469.581,0.006
V,1,8470.371,0.003,8470.370,0.006
Fe,1,8470.7337,0.0022,8470.7329,0.0010
Ti,1,8470.797,0.009,8470.796,0.003
Mg,1,8471.172,0.010,8471.176,0.010
Fe,1,8474.0716,0.0022,8474.0707,0.0010
Tm,2,8474.34,0.10,,
Sm,2,8475.87,0.10,,
Ru,1,8475.97,0.10,8476.00+,0.10
Mg,1,8476.022,0.010,8476.022,0.010
Cr,1,8477.985,0.018,8477.989,0.022
Th,2,8480.2138,0.0017,8480.21838,0.00015
Fe,1,8482.961,0.006,8482.9636,0.0010
Th,2,8484.086,0.010,8484.07990,0.00017
Fe,1,8484.3118,0.0022,8484.3109,0.0010
Ti,1,8485.493,0.009,8485.489,0.003
Cr,1,8485.67,0.10,8485.67,0.04
Mo,1,8485.677,0.010,8485.675+,0.010
Ru,1,8485.89,0.10,8485.88+,0.10
Sm,2,8488.32,0.10,,
Fe,1,8495.590,0.006,8495.5834,0.0010
V,1,8495.89,0.04,8495.892,0.010
V,1,8495.89,0.04,8495.9003,0.0016
Fe,1,8496.130,0.014,8496.1284,0.0010
Ti,1,8496.556,0.009,8496.573,0.003
Ti,1,8496.782,0.009,8496.784,0.004
Ti,1,8497.84,0.05,8497.876,0.006
Ti,1,8498.348,0.009,8498.343,0.003
Th,2,8499.053,0.010,8499.0390,0.0004
Cr,1,8499.07,0.10,8499.047,0.003
Fe,1,8499.3246,0.0022,8499.3237,0.0010
Zr,1,8500.77,0.10,,
V,1,8501.775,0.003,8501.7755,0.0011
Th,2,8503.0154,0.0008,8503.01498,0.00015
Si,1,8503.883,0.010,,
Si,1,8504.557,0.010,,
H,1,8504.83,0.03,8504.819,0.006
Cr,1,8504.94,0.10,8504.96,0.03
V,1,8505.153,0.003,8505.156,0.003
V,1,8505.555,0.003,8505.5560,0.0022
K,1,8505.79,0.10,8505.77,0.04
K,1,8505.79,0.10,8505.77,0.04
V,1,8507.332,0.003,8507.3331,0.0007
K,1,8507.45,0.10,8507.44,0.04
V,1,8507.923,0.003,8507.9223,0.0007
Cr,1,8509.24,0.14,8509.282,0.008
Cr,1,8509.24,0.14,8509.3320,0.0007
Sm,2,8513.24,0.10,,
Cr,1,8513.33,0.05,8513.240,0.022
Th,2,8514.9374,0.0017,8514.93574,0.00022
Fe,1,8516.4108,0.0022,8516.4106,0.0010
Ba,1,8516.599,0.010,8516.601+,0.010
La,2,8516.99,0.10,8517.00+,0.10
Th,2,8517.2443,0.0016,8517.2461,0.0004
Fe,1,8517.447,0.015,8517.4486,0.0010
Er,2,8520.05,0.10,,
Ti,1,8520.368,0.009,8520.368,0.004
He,1,,,8520.376235,0.000022
Ti,1,8520.692,0.009,8520.693,0.003
Cs,1,8523.4727586,0.0000002,8523.47275883,0.00000015
Er,2,8523.71,0.10,,
Th,2,8523.7417,0.0022,8523.74188,0.00022
Th,2,8523.8421,0.0017,8523.8420,0.0004
Th,2,8526.190,0.010,8526.1918,0.0003
Fe,1,8527.371,0.011,8527.3686,0.0010
Fe,1,8529.0110,0.0022,8529.0116,0.0010
Fe,1,8530.196,0.006,8530.1953,0.0010
Y,1,8531.131,0.010,8531.1414,0.0021
Cr,1,8532.75,0.10,8532.729,0.007
Nd,2,8532.87,0.10,8532.889+,0.010
Ti,1,8533.725,0.009,8533.724,0.004
Th,2,8534.2065,0.0022,8534.20760,0.00017
Pd,1,8535.038,0.010,8535.038,0.010
V,1,8536.714,0.004,8536.7112,0.0022
V,1,8536.894,0.003,8536.8956,0.0015
Si,1,8538.510,0.010,,
Cr,1,8540.13,0.10,8540.12,0.03
Fe,1,8540.3604,0.0022,8540.3609,0.0010
Ce,2,8541.43,0.10,8541.447+,0.010
Ti,1,8541.692,0.009,8541.688,0.003
V,1,8544.319,0.003,8544.3182,0.0022
Sm,2,8545.57,0.10,,
Th,2,8545.7812,0.0017,8545.78033,0.00022
Cr,1,8546.0670,0.0015,8546.0671,0.0004
H,1,8547.73,0.03,8547.731,0.006
Ho,2,8547.96,0.10,,
Tm,2,8548.42,0.10,,
Ti,1,8550.436,0.009,8550.437,0.003
Cr,1,8551.2008,0.0007,8551.2011,0.0004
Ti,1,8552.887,0.009,8552.885,0.004
V,1,8553.781,0.004,8553.782,0.003
Sn,1,8554.881,0.003,8554.880,0.003
Cr,1,8555.519,0.002,8555.5181,0.0005
Cr,1,8557.8558,0.0015,8557.8560,0.0004
Si,1,8559.131,0.010,,
Fe,1,8562.093,0.011,8562.0895,0.0016
Ba,1,8562.350,0.010,8562.350+,0.010
Fe,1,8564.458,0.006,8564.4559,0.0010
Cr,1,8564.90,0.05,8564.935,0.007
Cr,1,8565.841,0.009,8565.840,0.003
Ti,1,8567.841,0.009,8567.842,0.004
Tm,2,8568.08,0.10,,
Ba,1,8569.789,0.010,8569.789+,0.010
Fe,1,8570.144,0.011,8570.1435,0.0010
Th,2,8570.5627,0.0009,8570.5623,0.0004
V,1,8570.837,0.003,8570.8391,0.0015
Ti,1,8572.092,0.009,8572.093,0.004
Fe,1,8572.453,0.006,8572.4489,0.0016
Fe,1,8574.1595,0.0022,8574.1593,0.0010
Sb,1,8574.897,0.010,8574.893,0.010
V,1,8575.947,0.006,8575.945,0.003
V,1,,,8578.0295,0.0022
Ti,1,8580.783,0.009,8580.780,0.004
V,1,8582.654,0.003,8582.6544,0.0006
Ba,1,8584.266,0.010,8584.266+,0.010
Nd,2,8584.39,0.10,8584.472+,0.010
Fe,1,8584.6144,0.0022,8584.6158,0.0010
Th,2,8584.897,0.010,8584.8808,0.0003
He,1,,,8584.969380,0.000005
He,1,,,8584.970249,0.000005
He,1,,,8584.970311,0.000005
He,1,,,8584.985586,0.000005
He,1,,,8584.986455,0.000005
He,1,,,8585.185097,0.000005
Cr,1,8585.2636,0.0007,8585.2638,0.0007
Cu,1,8586.4,0.5,8586.023,0.295
Zr,1,8586.57,0.10,,
Fe,1,8587.153,0.011,8587.1516,0.0010
V,1,8588.515,0.004,8588.5028,0.0011
Th,2,8589.9934,0.0015,8589.9925,0.0003
Th,2,8593.111,0.010,8593.1153,0.0003
Nd,2,8593.89,0.10,8593.893+,0.010
Th,2,8594.1992,0.0004,8594.19899,0.00022
Fe,1,8595.3107,0.0022,8595.3113,0.0010
Nd,2,8597.23,0.10,8597.244+,0.010
Ti,1,8597.998,0.009,8597.998,0.005
Ti,1,8600.534,0.009,8600.535,0.003
Sn,1,8600.729,0.004,8600.71,0.04
H,1,8600.75,0.03,8600.754,0.006
Fe,1,8601.1918,0.0022,8601.1902,0.0010
V,1,8601.334,0.003,8601.3374,0.0010
Pd,1,8601.431,0.010,8601.432,0.010
Th,2,8602.1178,0.0015,8602.11839,0.00015
Th,2,8603.273,0.010,8603.27933,0.00014
Ti,1,8603.340,0.009,8603.343,0.003
Ho,2,8604.20,0.10,,
Pr,2,8607.63,0.10,8607.64+,0.10
Cr,1,8609.373,0.006,8609.373,0.006
Fe,1,8609.444,0.006,8609.4447,0.0010
Cr,1,8611.56,0.10,8611.58,0.10
Mg,1,8612.08,0.10,8612.09,0.10
Fe,1,8612.9767,0.0022,8612.9744,0.0010
Fe,1,8614.1690,0.0022,8614.1689,0.0010
Ti,1,8615.276,0.009,8615.276,0.004
Fe,1,8616.3066,0.0022,8616.3057,0.0010
Fe,1,8618.6458,0.0022,8618.6472,0.0010
Fe,1,8618.841,0.006,8618.8485,0.0010
Sm,2,8619.40,0.10,,
Th,2,8619.4904,0.0022,8619.4886,0.0003
S,1,8619.52,0.10,8619.46,0.10
Ti,1,8620.454,0.009,8620.451,0.003
Ti,1,8620.794,0.009,8620.791,0.003
Sb,1,8621.839,0.010,8621.839,0.010
Th,2,8622.5616,0.0016,8622.56081,0.00014
Fe,1,8623.9684,0.0022,8623.9690,0.0010
Ti,1,8624.873,0.019,8624.888,0.004
Ti,1,8625.798,0.009,8625.794,0.004
V,1,8627.110,0.005,8627.0983,0.0015
S,1,8629.00,0.10,8628.91,0.10
Th,2,8630.432,0.010,8630.40471,0.00022
Th,2,8631.5118,0.0013,8631.51241,0.00012
V,1,,,8634.538,0.003
Fe,1,8634.785,0.011,8634.7845,0.0011
He,1,,,8635.077984,0.000005
He,1,,,8635.094379,0.000005
Sm,2,8635.19,0.10,,
He,1,,,8635.296226,0.000005
S,1,8635.60,0.10,8635.50,0.10
Ca,1,8636.32,0.10,,
Cr,1,8638.5991,0.0015,8638.6002,0.0004
Ti,1,8643.857,0.009,8643.848,0.004
Cr,1,8645.3917,0.0007,8645.3918,0.0004
Nd,2,8645.80,0.10,8645.852+,0.011
V,1,8646.500,0.004,8646.5032,0.0018
Ag,1,8648.07,0.10,,
V,1,8649.42,0.02,8649.4251,0.0022
V,1,8649.42,0.02,8649.4371,0.0018
Sn,1,8650.404,0.005,8650.405,0.006
V,1,8650.526,0.005,8650.5243,0.0022
V,1,8650.526,0.005,8650.524,0.008
Si,1,8650.838,0.010,8650.84,0.10
S,1,8650.90,0.10,8650.93,0.10
Na,1,8652.30,0.02,8652.307,0.015
Na,7,,,8650,110
Na,7,,,8650,110
V,1,8653.087,0.004,8653.092,0.003
Na,1,8653.27,0.02,8653.273,0.015
Cr,1,8654.615,0.003,8654.6137,0.0005
Cr,1,8655.94,0.10,8655.957,0.004
Ba,1,8656.455,0.010,8656.455+,0.011
S,1,8657.57,0.10,8657.55,0.10
Dy,2,8658.32,0.10,,
