element,sp_num,obs_wl_air(A),unc_obs_wl,ritz_wl_air(A),unc_ritz_wl
Fe,1,8659.056,0.011,8659.0522,0.0011
Dy,2,8660.06,0.10,,
Fe,1,8664.2786,0.0023,8664.2784,0.0011
Fe,1,8666.095,0.006,8666.0963,0.0011
H,1,8667.40,0.03,8667.398,0.006
V,1,8668.602,0.004,8668.607,0.005
Nd,2,8669.45,0.10,8669.455+,0.011
S,1,8670.87,0.10,8670.82,0.10
S,1,8672.60,0.10,8672.62,0.10
S,1,8673.03,0.10,8673.03,0.10
Mn,1,8673.30,0.10,,
S,1,8673.74,0.10,8673.69,0.10
Fe,1,8674.241,0.006,8674.2419,0.0011
Mn,1,8674.44,0.10,,
Mn,1,8676.35,0.10,,
Fe,1,8677.1286,0.0023,8677.1284,0.0011
Ti,1,8677.754,0.009,8677.755,0.003
Sm,2,8680.19,0.10,,
Dy,2,8680.87,0.10,,
In,1,8681.33,0.10,8681.35,0.10
S,1,8681.38,0.10,8681.37,0.10
Fe,1,8682.019,0.006,8682.0161,0.0011
S,1,8682.03,0.10,8682.03,0.10
Si,1,,,8682.464,0.010
S,1,8682.84,0.10,8682.85,0.10
Fe,1,8683.644,0.011,8683.6468,0.0017
Cr,1,8684.26,0.05,8684.2710,0.0013
Sn,1,8684.267,0.003,8684.267,0.006
Th,2,8684.8449,0.0018,8684.84240,0.00018
Sb,1,8684.881,0.010,8684.880,0.010
In,1,8685.01,0.10,8685.019,0.010
Ti,1,8685.365,0.009,8685.368,0.003
Ti,1,8686.618,0.009,8686.618,0.003
Cr,1,8687.62,0.05,8687.634,0.011
Th,2,8688.4781,0.0011,8688.47847,0.00016
Cr,1,8688.77,0.10,8688.89,0.04
Th,2,8689.0053,0.0014,8689.00479,0.00016
Cr,1,8689.8368,0.0015,8689.8366,0.0005
Fe,1,8691.0113,0.0023,8691.0097,0.0011
Fe,1,8692.251,0.006,8692.2448,0.0011
V,1,8692.468,0.003,8692.4685,0.0015
Nd,2,8693.68,0.10,8693.683+,0.011
Nd,2,8693.68,0.10,8693.690+,0.011
V,1,8694.473,0.004,8694.459,0.004
Ti,1,8694.716,0.009,8694.717,0.005
S,1,8695.63,0.10,8695.55,0.10
S,1,8696.39,0.10,8696.37,0.10
S,1,8697.10,0.10,8697.10,0.10
Nd,2,8697.46,0.10,8697.558+,0.011
Th,2,8697.494,0.011,8697.48731,0.00023
Dy,2,8699.22,0.10,,
Fe,1,8701.095,0.011,8701.0953,0.0011
Fe,1,8701.215,0.015,8701.2194,0.0017
Fe,1,8701.8427,0.0023,8701.8441,0.0011
In,1,8702.64,0.10,8702.636,0.010
Mn,1,8703.44,0.10,,
Ce,2,8704.77,0.10,8704.760+,0.011
Mn,1,8706.15,0.10,,
Ag,1,8707.24,0.10,8707.0925,0.0015
Sm,2,8708.71,0.10,,
Mg,1,8709.53,0.10,8709.53,0.10
Cr,1,8709.7939,0.0015,8709.7942,0.0006
Cr,1,8710.3560,0.0110,8710.3451,0.0015
Sm,2,8710.82,0.10,,
V,1,8710.86,0.02,8710.8302,0.0023
Mg,1,8712.567,0.010,8712.567,0.010
Fe,1,8712.7832,0.0023,8712.7845,0.0011
Ru,1,8713.23,0.10,8713.25+,0.11
Mg,1,,,8715.069,0.010
Mg,1,8715.082,0.010,8715.082,0.010
Nd,2,8715.21,0.10,8715.220+,0.011
Fe,1,8715.278,0.011,8715.2828,0.0021
Fe,1,,,8715.5805,0.0011
Fe,1,8715.5960,0.0023,8715.6010,0.0011
Pr,2,8716.98,0.10,8716.97+,0.11
Dy,2,8718.34,0.10,,
Cr,1,8718.466,0.019,8718.4654,0.0018
Mg,1,,,8720.197,0.010
Mg,1,,,8720.211,0.010
Mg,1,8720.219,0.010,8720.219,0.010
Sm,2,8720.28,0.10,,
Cr,1,8721.054,0.004,8721.0530,0.0007
Ti,1,8721.974,0.009,8721.972,0.003
Th,2,8722.0237,0.0011,8722.02451,0.00018
Th,2,8724.0546,0.0010,8724.05519,0.00023
Ti,1,8724.981,0.009,8724.987,0.005
Ru,1,8727.38,0.10,8727.37+,0.11
Ti,1,8728.197,0.009,8728.186,0.003
Si,1,8730.408,0.010,,
Fe,1,8731.544,0.006,8731.5403,0.0011
Cr,1,8734.549,0.007,8734.5461,0.0011
Ti,1,8737.110,0.009,8737.109,0.004
Zr,1,8737.26,0.10,,
Mg,1,,,8738.405,0.010
Mg,1,,,8738.419,0.010
Mg,1,,,8738.419,0.010
Mg,1,8738.420,0.010,8738.405,0.010
Mg,1,8738.420,0.010,8738.419,0.010
Mg,1,8738.420,0.010,8738.429,0.010
Th,2,8738.775,0.011,8738.76266,0.00023
Ti,1,8739.716,0.009,8739.703,0.005
Mn,1,8743.33,0.10,,
Si,1,8744.852,0.010,,
Cr,1,8745.932,0.002,8745.9325,0.0007
Th,2,8747.911,0.011,8747.8834,0.0007
Cr,1,8748.80,0.08,8748.761,0.007
Fe,1,8749.826,0.015,8749.8273,0.0011
Zr,1,8751.88,0.10,,
Th,2,8752.164,0.011,8752.16253,0.00023
Ti,1,8752.594,0.009,8752.586,0.005
Dy,2,8752.80,0.10,,
H,1,8752.86,0.03,8752.876,0.005
Fe,1,8753.429,0.006,8753.426,0.005
Si,1,8754.413,0.010,,
Cr,1,8755.8889,0.0015,8755.8893,0.0005
Fe,1,8759.5921,0.0023,8759.5919,0.0011
Sm,2,8760.69,0.10,,
Pd,1,8763.741,0.010,8763.742,0.010
Cs,1,8763.8182,0.0008,8763.8173,0.0008
Ti,1,8763.888,0.009,8763.879,0.003
K,1,8766.37,0.10,8766.358,0.004
Fe,1,8766.3726,0.0023,8766.3724,0.0011
K,1,,,8768.132,0.004
Ti,1,8769.090,0.009,8769.088,0.003
Cr,1,8769.446,0.006,8769.4447,0.0010
K,1,8769.46,0.10,8769.457,0.004
Na,7,,,8770,110
Na,7,,,8770,110
Na,7,,,8770,110
Ti,1,8773.549,0.009,8773.538,0.004
Ce,2,8774.55,0.10,8774.544+,0.011
Cr,1,8775.962,0.005,8775.9611,0.0008
Er,2,8779.04,0.10,,
He,1,,,8779.117669,0.000005
He,1,,,8779.118915,0.000005
He,1,,,8779.119003,0.000005
He,1,,,8779.134616,0.000005
He,1,,,8779.135862,0.000005
He,1,,,8779.343252,0.000005
Th,2,8779.743,0.011,8779.7540,0.0004
Ru,1,8779.77,0.10,8779.77+,0.11
Ti,1,8781.099,0.009,8781.097,0.003
Sm,2,8783.00,0.10,,
Cr,1,8786.52,0.15,8786.5218,0.0012
Fe,1,8786.8522,0.0023,8786.8528,0.0011
Th,2,8786.9743,0.0008,8786.97463,0.00012
Cr,1,8788.631,0.008,8788.6296,0.0007
Zr,1,8788.64,0.10,,
Cr,1,8789.368,0.005,8789.3693,0.0012
Cr,1,8790.69,0.08,8790.70,0.07
Sm,2,8791.24,0.10,,
Cr,1,8791.9461,0.0015,8791.9431,0.0005
Si,1,8792.803,0.010,,
Fe,1,8792.9351,0.0023,8792.9349,0.0011
Dy,2,8793.80,0.10,,
Na,1,,,8795.4956,0.0022
Na,1,,,8795.4956,0.0022
Na,1,,,8795.5343,0.0022
Ba,1,8795.599,0.010,8795.595+,0.011
Fe,1,8795.7580,0.0023,8795.7563,0.0011
Ti,1,8796.849,0.009,8796.848,0.006
Fe,1,8798.8986,0.0023,8798.8992,0.0011
Th,2,8800.873,0.011,8800.87040,0.00019
Ba,1,8802.252,0.010,8802.253+,0.011
Y,1,8803.007,0.010,8803.005,0.008
Fe,1,8807.0431,0.0023,8807.0421,0.0011
Zr,1,8807.40,0.10,,
Ho,2,8807.90,0.10,,
Mg,1,,,8809.175,0.010
Mg,1,8809.175,0.010,8809.175,0.010
Fe,1,8810.5891,0.0023,8810.5890,0.0011
Cr,1,8811.188,0.009,8811.1921,0.0009
V,1,8811.687,0.004,8811.6844,0.0023
Ni,1,8811.84,0.10,,
V,1,8815.231,0.004,8815.230,0.003
Fe,1,8816.9390,0.0023,8816.9286,0.0017
Th,2,8818.5936,0.0005,8818.59361,0.00014
Fe,1,8819.307,0.006,8819.3057,0.0011
V,1,8819.948,0.004,8819.9451,0.0023
Ti,1,8821.841,0.009,8821.834,0.004
Fe,1,8821.910,0.006,8821.9192,0.0011
O,1,8822.85,0.10,8822.845,0.010
Ti,1,8823.575,0.009,8823.576,0.003
Fe,1,8826.6436,0.0023,8826.6426,0.0011
S,1,8827.99,0.10,8827.92,0.10
Th,2,8828.758,0.011,8828.7315,0.0004
S,1,8828.96,0.10,8828.88,0.10
S,1,8828.96,0.10,8828.88,0.10
Fe,1,8830.511,0.006,8830.5156,0.0011
Cr,1,8831.951,0.019,8831.9604,0.0009
Cu,1,8833.7,0.3,8833.45,0.23
Gd,2,8834.49,0.10,,
Ni,1,,,8834.778,0.010
S,1,8834.91,0.10,8834.81,0.10
Fe,1,8835.392,0.012,8835.3974,0.0011
Dy,2,8835.51,0.10,,
S,1,8835.90,0.10,8835.78,0.10
S,1,8835.90,0.10,8835.78,0.10
S,1,8835.90,0.10,8835.78,0.10
Cr,1,8838.0829,0.0008,8838.0833,0.0006
Zr,1,8838.52,0.10,,
Mg,1,8839.48,0.10,8839.42,0.10
Fe,1,8840.7256,0.0023,8840.7231,0.0018
Fe,1,8840.8553,0.0023,8840.8551,0.0011
Nd,2,8841.53,0.10,8841.510+,0.011
Th,2,8844.5020,0.0004,8844.50216,0.00013
Ca,1,8845.04,0.10,,
Ni,1,,,8845.802,0.010
Ni,1,,,8845.802,0.010
S,1,8848.72,0.10,8848.63,0.10
Fe,1,8849.1693,0.0023,8849.1691,0.0011
S,1,8849.71,0.10,8849.60,0.10
S,1,8849.71,0.10,8849.60,0.10
S,1,8849.71,0.10,8849.60,0.10
He,1,,,8851.574266,0.000005
He,1,,,8851.591494,0.000005
He,1,,,8851.803588,0.000005
Fe,1,8852.180,0.012,8852.1787,0.0018
Dy,2,8852.80,0.10,,
V,1,8854.842,0.004,8854.8367,0.0016
Cs,1,8855.6330,0.0021,8855.630,0.024
Th,2,8859.3004,0.0024,8859.3050,0.0007
Th,2,8861.8447,0.0016,8861.84349,0.00017
Cr,1,8862.087,0.010,8862.0860,0.0013
Sm,2,8862.19,0.10,,
Ba,1,8863.447,0.010,8863.447+,0.011
Fe,1,8864.484,0.006,8864.4828,0.0018
Ni,1,8864.98,0.10,,
H,1,8865.32,0.10,8865.216,0.006
Ti,1,8865.543,0.009,8865.530,0.005
V,1,8865.978,0.004,8865.9792,0.0024
Fe,1,8866.022,0.006,8866.0209,0.0011
He,1,,,8866.095014,0.000006
Th,2,8866.928,0.011,8866.94250,0.00017
Er,2,8869.27,0.10,,
Fe,1,8869.3670,0.0024,8869.3652,0.0011
Fe,1,8870.8635,0.0024,8870.8649,0.0011
Na,8,,,8870,110
Cr,1,8872.805,0.008,8872.8032,0.0013
S,1,8876.97,0.10,8876.91,0.10
S,1,8876.97,0.10,8876.91,0.10
S,1,8876.97,0.10,8876.91,0.10
Fe,1,8878.4606,0.0024,8878.4612,0.0011
Fe,1,8880.681,0.012,8880.6879,0.0011
Fe,1,8881.188,0.016,8881.1863,0.0011
Fe,1,8881.384,0.006,8881.3820,0.0011
S,1,8882.06,0.10,8882.06,0.10
S,1,,,8883.14,0.10
S,1,,,8883.14,0.10
Th,2,8883.313,0.011,8883.32044,0.00024
S,1,,,8884.94,0.10
S,1,,,8884.94,0.10
S,1,,,8884.94,0.10
V,1,8885.087,0.004,8885.0877,0.0009
S,1,,,8886.68+,0.08
S,1,,,8886.68+,0.08
S,1,,,8886.68+,0.08
V,1,8888.284,0.004,8888.278,0.007
Th,2,8890.221,0.011,8890.1899,0.0005
Ce,2,8893.64,0.10,8893.642+,0.011
Fe,1,8893.845,0.016,8893.8449,0.0018
V,1,8896.318,0.004,8896.3151,0.0011
In,1,8896.91,0.10,8896.93,0.10
Cr,1,8901.04,0.08,8900.970,0.007
Si,1,,,8901.67,0.10
Zr,1,8901.96,0.10,,
K,1,8904.63,0.10,8904.62,0.05
K,1,8904.63,0.10,8904.62,0.05
Th,2,8904.654,0.011,8904.65809,0.00017
Fe,1,8905.368,0.006,8905.3682,0.0011
Th,2,8906.2782,0.0019,8906.2779,0.0006
K,1,8906.46,0.10,8906.45,0.05
Fe,1,8908.439,0.006,8908.4360,0.0011
Th,2,8909.4763,0.0009,8909.47966,0.00013
Sn,1,8909.725,0.003,8909.722,0.004
Ca,1,8911.63,0.10,,
Na,8,,,8910,110
Cr,1,8913.216,0.019,8913.2171,0.0009
V,1,8915.893,0.003,8915.895,0.003
Sm,2,8916.11,0.10,,
He,1,,,8917.219292,0.000024
Ba,1,8917.461,0.010,8917.463+,0.011
Ho,2,8918.43,0.10,,
Cr,1,8918.6884,0.0016,8918.6882,0.0013
V,1,8918.80,0.06,8918.9072,0.0013
Cr,1,8919.5650,0.0016,8919.5645,0.0010
Cs,1,8920.948,0.003,8920.9419,0.0008
V,1,8922.30,0.06,8922.2963,0.0015
Fe,1,8922.4621,0.0024,8922.4619,0.0011
Yb,2,8925.01,0.10,,
Fe,1,8925.101,0.006,8925.1002,0.0011
K,1,8925.76,0.10,8925.74,0.05
Mg,1,8926.019,0.010,8926.019,0.010
K,1,8927.89,0.10,8927.86,0.05
Cr,1,8928.1369,0.0016,8928.1365,0.0010
Cr,1,8928.2869,0.0008,8928.2871,0.0006
Fe,1,8929.1082,0.0008,,
Th,2,8931.081,0.011,8931.0546,0.0006
Fe,1,8931.5286,0.0024,8931.5268,0.0011
Cr,1,8931.862,0.006,8931.8608,0.0011
Th,2,8932.286,0.011,8932.3092,0.0007
Cs,1,8932.829,0.004,8932.826,0.024
V,1,8934.048,0.004,8934.0459,0.0017
V,1,8935.398,0.003,8935.3990,0.0017
Th,2,8938.265,0.011,8938.2809,0.0003
Cr,1,8939.014,0.006,8939.0142,0.0012
Ba,1,8940.161,0.010,8940.163+,0.011
V,1,8940.58,0.08,8940.603,0.005
V,1,8940.58,0.08,8940.608,0.005
Cr,1,8941.6454,0.0016,8941.6460,0.0014
Fe,1,8942.786,0.006,8942.7897,0.0011
Fe,1,8945.350,0.006,8945.3479,0.0011
Na,1,8945.42,0.02,8945.4048,0.0023
Na,1,8945.42,0.02,8945.4048,0.0023
Na,1,,,8945.4448,0.0023
Fe,1,8945.5186,0.0024,8945.5200,0.0011
Cs,1,8945.92959997,0.00000006,8945.92960021,0.00000006
Cr,1,8946.173,0.006,8946.1777,0.0024
Fe,1,8947.6453,0.0024,8947.6451,0.0011
Fe,1,8948.7174,0.0024,8948.7164,0.0011
Cr,1,8948.936,0.006,8948.9385,0.0015
Cr,1,8949.6383,0.0008,8949.6384,0.0006
V,1,8951.683,0.004,8951.6787,0.0013
Cr,1,8952.01,0.08,8952.0288,0.0024
Fe,1,8952.6455,0.0024,8952.6453,0.0011
Fe,1,8953.072,0.006,8953.0653,0.0018
Fe,1,8956.3684,0.0008,,
Th,2,8957.275,0.011,8957.25581,0.00019
Fe,1,8957.3969,0.0024,8957.3942,0.0011
Cr,1,8958.2039,0.0016,8958.2044,0.0014
Cr,1,8960.400,0.006,8960.4009,0.0016
Th,2,8960.4449,0.0008,8960.44488,0.00014
Fe,1,8962.341,0.006,8962.3410,0.0011
Fe,1,8963.818,0.006,8963.8160,0.0011
V,1,8966.06,0.10,8965.925,0.004
Th,2,8966.5135,0.0017,8966.51458,0.00016
Ca,1,8969.93,0.10,,
Si,1,,,8970.60,0.10
Fe,1,8971.879,0.006,8971.8727,0.0011
Na,7,,,8980,110
Na,7,,,8970,110
S,1,,,8972.70+,0.08
V,1,8973.654,0.003,8973.6528,0.0020
Fe,1,8973.926,0.006,8973.9210,0.0011
S,1,,,8973.94+,0.08
S,1,,,8973.94+,0.08
V,1,8974.136,0.003,8974.1360,0.0015
Th,2,8977.387,0.011,8977.35302,0.00024
Fe,1,8977.8641,0.0024,8977.8655,0.0011
Cr,1,8979.3295,0.0008,8979.3296,0.0006
V,1,8980.089,0.004,8980.085,0.003
S,1,,,8980.21+,0.08
S,1,,,8980.21+,0.08
S,1,,,8980.21+,0.08
Fe,1,8980.661,0.006,8980.6625,0.0011
V,1,8982.846,0.004,8982.8479,0.0011
Fe,1,8987.3546,0.0024,8987.3527,0.0011
Ti,1,8987.36,0.02,8987.381,0.006
Ti,1,8988.250,0.010,8988.249,0.003
Fe,1,8989.604,0.006,8989.6036,0.0011
Mg,1,8991.494,0.010,8991.496,0.010
Cr,1,8991.61,0.08,8991.6449,0.0024
Ti,1,8991.913,0.010,8991.915,0.003
Mg,1,8994.160,0.010,8994.161,0.010
Ti,1,8995.778,0.010,8995.784,0.005
Fe,1,8997.096,0.006,8997.0972,0.0011
Cu,1,8998.7,0.3,8998.64,0.11
He,1,,,8999.4359182,0.0000006
He,1,,,8999.4366468,0.0000006
He,1,,,8999.4370929,0.0000006
He,1,,,8999.4373311,0.0000006
He,1,,,8999.4379515,0.0000006
He,1,,,8999.4386801,0.0000006
He,1,,,8999.4393644,0.0000006
He,1,,,8999.4744762,0.0000006
Mg,1,8999.626,0.010,8999.623,0.010
He,1,,,8999.9904827,0.0000007
V,1,9001.641,0.004,9001.626,0.004
Fe,1,9002.0265,0.0024,9002.0264,0.0011
He,1,,,9002.2070373,0.0000006
He,1,,,9002.2084511,0.0000006
V,1,9005.55,0.06,9005.5609,0.0014
Fe,1,9009.235,0.016,9009.2314,0.0018
Fe,1,9009.235,0.016,9009.2395,0.0011
Fe,1,9010.8844,0.0024,9010.8851,0.0011
He,1,,,9011.6178877,0.0000007
He,1,,,9011.6194829,0.0000007
He,1,,,9011.6199265,0.0000007
He,1,,,9011.6499242,0.0000007
He,1,,,9011.6553760,0.0000007
He,1,,,9011.6558196,0.0000007
Cr,1,9012.3070,0.0008,9012.3078,0.0004
Fe,1,9013.0675,0.0024,9013.0657,0.0011
Na,4,,,9014,11
Fe,1,9014.5479,0.0024,9014.5493,0.0011
Fe,1,9016.4514,0.0024,9016.4512,0.0011
H,1,9017.8,1.0,9017.384,0.007
Mg,1,9018.48,0.10,9018.46,0.10
Cr,1,9019.4651,0.0008,9019.4652,0.0004
Sn,1,9021.2045,0.0022,9021.205,0.003
Fe,1,9022.2223,0.0024,9022.2205,0.0011
V,1,9023.601,0.004,9023.5996,0.0019
Cr,1,9024.0483,0.0008,9024.0490,0.0005
Si,1,,,9024.49,0.10
V,1,9025.211,0.004,9025.2137,0.0020
Ti,1,9026.107,0.010,9026.106,0.003
Fe,1,9026.8458,0.0024,9026.8464,0.0011
Fe,1,9027.2288,0.0024,9027.2286,0.0011
Fe,1,9028.919,0.016,9028.9231,0.0018
Ti,1,9029.490,0.010,9029.504,0.003
Cr,1,9029.739,0.010,9029.738,0.003
Ti,1,9029.803,0.010,9029.803,0.003
Fe,1,9033.1913,0.0024,9033.1895,0.0012
Th,2,9035.113,0.011,9035.0972,0.0003
V,1,9037.105,0.004,9037.1087,0.0017
Fe,1,9037.159,0.007,9037.1610,0.0018
Cr,1,9038.3323,0.0008,9038.3326,0.0006
S,1,9038.40,0.10,9038.36,0.10
S,1,9038.80,0.10,9038.82,0.10
S,1,9039.21,0.10,9039.15,0.10
Fe,1,9039.2353,0.0025,9039.2343,0.0012
V,1,9040.094,0.003,9040.0939,0.0018
Na,4,,,9040,12
Th,2,9041.1718,0.0011,9041.17166,0.00025
S,1,9041.20,0.10,9041.13,0.10
S,1,9041.75,0.10,9041.78,0.10
S,1,,,9042.11,0.10
Th,2,9042.6041,0.0007,9042.60418,0.00018
V,1,9042.708,0.006,9042.6984,0.0014
V,1,9042.708,0.006,9042.7024,0.0011
Ti,1,9043.185,0.010,9043.182,0.006
V,1,9047.268,0.004,9047.2692,0.0020
Th,2,9048.804,0.011,9048.7739,0.0006
V,1,9049.175,0.003,9049.1759,0.0013
Fe,1,9050.251,0.007,9050.2504,0.0012
Fe,1,9051.833,0.007,9051.8405,0.0018
V,1,9053.362,0.003,9053.361,0.003
Na,4,,,9053,12
Si,1,,,9053.94,0.10
Fe,1,9055.0784,0.0025,9055.0732,0.0018
Th,2,9055.97026,0.00025,9055.97022,0.00013
Na,4,,,9056,12
Na,4,,,9058,12
O,1,9059.50,0.10,9059.505+,0.012
Fe,1,9060.0983,0.0009,,
Fe,1,9060.457,0.007,9060.4577,0.0012
Fe,1,9061.247,0.007,9061.2459,0.0012
Cr,1,9062.2567,0.0016,9062.2559,0.0010
Fe,1,9062.5022,0.0009,,
Fe,1,9064.7271,0.0025,9064.7269,0.0012
Th,2,9065.0501,0.0003,9065.05033,0.00015
He,1,,,9065.769928,0.000006
He,1,,,9065.771821,0.000006
He,1,,,9065.771955,0.000006
He,1,,,9065.788000,0.000006
He,1,,,9065.789893,0.000006
He,1,,,9066.010484,0.000006
Fe,1,9067.177,0.007,9067.1762,0.0012
Th,2,9068.5994,0.0006,9068.59986,0.00015
Cr,1,9070.77,0.08,9070.7344,0.0013
Fe,1,9071.405,0.007,9071.4039,0.0012
Fe,1,9072.8922,0.0025,9072.8944,0.0012
V,1,9073.299,0.004,9073.3028,0.0009
Na,4,,,9074,12
Th,2,9074.7684,0.0010,9074.76834,0.00016
V,1,9075.808,0.003,9075.8020,0.0018
Fe,1,9081.0629,0.0025,9081.0652,0.0012
Fe,1,9082.0725,0.0025,9082.0714,0.0012
V,1,9082.42,0.08,9082.446,0.005
Fe,1,9082.879,0.016,9082.8782,0.0012
V,1,9086.535,0.005,9086.5533,0.0008
Fe,1,9086.6782,0.0025,9086.6772,0.0012
Fe,1,9087.0898,0.0009,,
V,1,9087.730,0.004,9087.7243,0.0017
Fe,1,9087.9136,0.0025,9087.9192,0.0019
He,1,,,9087.914547,0.000006
Ti,1,9088.151,0.010,9088.147,0.003
Ti,1,9088.151,0.010,9088.158,0.006
Fe,1,9088.928,0.007,9088.9194,0.0019
Ti,1,9089.441,0.010,9089.441,0.003
Ti,1,9090.172,0.010,9090.172,0.003
Fe,1,9090.8126,0.0025,9090.8124,0.0012
Fe,1,9091.002,0.007,9090.99,0.04
Fe,1,9091.8987,0.0025,9091.8993,0.0012
V,1,9093.159,0.005,9093.1518,0.0020
Ti,1,9093.189,0.010,9093.190,0.003
Ti,1,9093.744,0.010,9093.753,0.004
Ti,1,9093.765,0.010,9093.762,0.005
Fe,1,9094.159,0.007,9094.1565,0.0012
Fe,1,9094.973,0.007,9094.9737,0.0012
Fe,1,,,9096.1799,0.0012
Fe,1,,,9096.1799,0.0012
Fe,1,9098.4382,0.0009,,
Th,2,9099.308,0.012,9099.30685,0.00019
Fe,1,9101.1017,0.0025,9101.1032,0.0012
Cr,1,9101.45,0.08,9101.525,0.010
Ca,1,9101.60,0.10,,
Fe,1,9102.9434,0.0025,9102.9440,0.0012
V,1,9102.951,0.004,9102.9432,0.0018
Fe,1,9103.1721,0.0025,9103.1719,0.0012
V,1,9103.365,0.004,9103.3633,0.0009
Th,2,9105.8402,0.0009,9105.84019,0.00018
Fe,1,9106.1356,0.0025,9106.1337,0.0012
Th,2,9106.497,0.012,9106.4748,0.0005
V,1,9107.997,0.004,9107.9915,0.0020
Ca,1,9108.12,0.10,,
V,1,9108.36,0.06,9108.3856,0.0019
Fe,1,,,9108.6644,0.0012
Fe,1,,,9108.6644,0.0012
V,1,9109.511,0.005,9109.510,0.004
Th,2,9110.1537,0.0007,9110.15378,0.00025
Ca,1,9111.32,0.10,,
Th,2,9112.2942,0.0008,9112.29393,0.00014
He,1,,,9113.526704,0.000006
Fe,1,9114.7427,0.0025,9114.7408,0.0012
Th,2,9115.1710,0.0005,9115.17101,0.00019
Cr,1,9115.509,0.010,9115.5103,0.0010
V,1,9115.530,0.004,9115.5227,0.0013
Th,2,9115.9551,0.0006,9115.95543,0.00025
V,1,9116.246,0.004,9116.2456,0.0015
Fe,1,9119.4066,0.0025,9119.4056,0.0012
Fe,1,9119.6345,0.0025,9119.6334,0.0012
O,1,9120.79,0.10,9120.789+,0.012
Th,2,9120.9346,0.0010,9120.93570,0.00013
Fe,1,9121.3838,0.0025,9121.3836,0.0012
Th,2,9122.130,0.012,9122.15610,0.00025
Fe,1,9122.4730,0.0025,9122.4720,0.0012
Ti,1,9125.705,0.010,9125.707,0.003
Fe,1,9126.084,0.007,9126.0852,0.0012
Cr,1,9126.51,0.08,9126.4281,0.0020
Th,2,9127.017,0.012,9127.02347,0.00018
V,1,9129.526,0.004,9129.5278,0.0015
Cr,1,9130.624,0.006,9130.624,0.003
Th,2,9132.197,0.012,9132.18572,0.00014
Sb,1,9134.688,0.010,9134.688,0.010
Fe,1,9135.248,0.017,9135.2483,0.0012
Ba,1,9135.636,0.010,9135.631+,0.012
O,1,9137.22,0.10,9137.213+,0.012
Ti,1,9138.352,0.010,9138.351,0.003
Fe,1,9139.247,0.003,9139.2482,0.0012
Fe,1,9139.301,0.003,9139.3000,0.0012
Fe,1,9142.626,0.003,9142.6256,0.0012
Cr,1,9143.04,0.08,9143.053,0.005
Cr,1,9143.718,0.005,9143.716,0.003
Cr,1,9144.986,0.004,9144.986,0.003
Ti,1,9147.614,0.010,9147.606,0.003
Fe,1,9148.639,0.003,9148.6378,0.0012
Fe,1,9149.729,0.007,9149.7285,0.0012
Fe,1,9150.217,0.003,9150.2166,0.0012
Fe,1,9150.468,0.003,9150.4678,0.0012
Cr,1,9150.9250,0.0017,9150.9249,0.0008
Fe,1,9152.035,0.003,9152.0330,0.0012
O,1,9152.65,0.10,9152.650+,0.012
O,1,9153.99,0.10,9153.981+,0.012
Na,1,9156.39,0.02,9156.375,0.017
Na,1,9156.39,0.02,9156.375,0.017
Na,1,,,9156.417,0.017
Fe,1,9158.160,0.003,9158.1600,0.0012
O,1,9158.52,0.10,9158.523+,0.012
Fe,1,9158.719,0.003,9158.7194,0.0012
V,1,9159.084,0.003,9159.0835,0.0013
Fe,1,9159.594,0.003,9159.5961,0.0012
Th,2,9159.9346,0.0007,9159.9349,0.0005
Fe,1,9166.497,0.003,9166.4969,0.0012
Th,2,9166.596,0.012,9166.5714,0.0004
Fe,1,9167.086,0.003,9167.0851,0.0012
V,1,9167.373,0.003,9167.3725,0.0011
V,1,9168.355,0.004,9168.352,0.003
Ti,1,9170.057,0.010,9170.054,0.003
V,1,9171.28,0.08,9171.2450,0.0013
V,1,9171.28,0.08,9171.3796,0.0012
Fe,1,9171.839,0.007,9171.8397,0.0012
Fe,1,9172.296,0.007,9172.2991,0.0019
Sr,1,9172.5,0.2,9172.016,0.009
In,1,9172.60,0.10,9172.60,0.10
Ti,1,9172.961,0.010,9172.964,0.003
Ca,1,9173.66,0.10,,
Cs,1,9174.8351,0.0008,9174.8345,0.0008
Fe,1,9175.713,0.003,9175.7110,0.0012
Fe,1,9176.061,0.013,9176.055,0.003
Fe,1,9176.193,0.003,9176.1926,0.0012
Fe,1,9176.479,0.003,9176.4789,0.0012
Fe,1,9176.736,0.013,9176.7366,0.0019
He,1,,,9177.006196,0.000006
He,1,,,9177.024714,0.000006
He,1,,,9177.252691,0.000006
Fe,1,9181.079,0.003,9181.0815,0.0012
Fe,1,9181.490,0.003,9181.4937,0.0012
Fe,1,9182.262,0.003,9182.2617,0.0012
Fe,1,9183.541,0.003,9183.5427,0.0019
Fe,1,9187.746,0.007,9187.7454,0.0012
Ba,1,9191.913,0.010,9191.912+,0.012
Fe,1,9191.930,0.007,9191.9309,0.0012
Ti,1,9192.355,0.010,9192.345,0.003
Fe,1,9197.667,0.017,9197.672,0.003
Fe,1,9201.970,0.003,9201.9702,0.0012
V,1,9202.095,0.003,9202.0947,0.0012
V,1,9205.432,0.004,9205.4390,0.0016
Fe,1,,,9206.3365,0.0012
Fe,1,9206.6221,0.0009,,
Sr,1,9207.0,0.2,9206.993,0.010
Fe,1,9207.311,0.007,9207.3130,0.0012
O,1,,,9207.459,0.010
Ti,1,9210.402,0.010,9210.409,0.003
