element,sp_num,obs_wl_air(A),unc_obs_wl,ritz_wl_air(A),unc_ritz_wl
He,1,5875.621,0.010,5875.64036,0.00003
Cr,1,5875.63,0.04,5875.6356,0.0021
He,1,,,5875.96628,0.00003
Fe,1,5876.133,0.005,5876.1366,0.0008
Fe,1,5876.2778,0.0010,5876.2758,0.0005
Cr,1,5876.555,0.004,5876.5546,0.0006
Mo,1,5876.576,0.010,5876.576+,0.005
Th,2,5877.164,0.003,5877.1651,0.0005
Gd,2,5877.26,0.10,,
Ti,1,5877.657,0.004,5877.6573,0.0014
Fe,1,5877.788,0.007,5877.7935,0.0005
Cr,1,5878.04,0.08,5878.03,0.03
Th,2,5878.2763,0.0006,5878.27589,0.00014
Th,2,5879.048,0.003,5879.0473,0.0003
Pr,2,5879.25,0.10,5879.26+,0.05
V,1,5879.365,0.004,5879.3615,0.0021
Th,2,5879.479,0.005,5879.48138,0.00018
Fe,1,5879.487,0.007,5879.4846,0.0008
Fe,1,5879.487,0.007,5879.4874,0.0005
S,1,5879.63,0.10,5879.67,0.10
Zr,1,5879.80,0.10,,
Cr,1,5879.81,0.04,5879.8337,0.0005
Y,1,5879.929,0.010,5879.9297,0.0008
Fe,1,5880.0268,0.0010,5880.0268,0.0005
Ti,1,5880.268,0.004,5880.2696,0.0014
La,2,5880.64,0.10,5880.63+,0.05
Fe,1,5881.2797,0.0010,5881.2791,0.0005
Th,2,5881.414,0.005,5881.41917,0.00018
Cr,1,5881.43,0.04,5881.401,0.003
Fe,1,5881.751,0.005,5881.7507,0.0005
Fe,1,5883.075,0.003,5883.0732,0.0005
S,1,5883.49,0.10,5883.51,0.10
Fe,1,5883.8166,0.0010,5883.8163,0.0005
Th,2,5884.178,0.005,5884.1814,0.0003
Cr,1,5884.436,0.003,5884.4368,0.0005
Cr,1,5885.070,0.012,5885.0708,0.0008
Zr,1,5885.62,0.10,,
Er,2,5886.30,0.10,,
Th,2,5886.3477,0.0007,5886.34739,0.00008
Cr,1,5886.423,0.012,5886.423,0.004
Fe,1,5886.816,0.003,5886.8150,0.0008
Fe,1,5887.4643,0.0010,5887.4647,0.0005
Th,2,5887.815,0.005,5887.8168,0.0005
Cr,1,5888.007,0.004,5888.0066,0.0014
Th,2,5888.2625,0.0007,5888.26177,0.00011
Mo,1,5888.310,0.010,5888.311+,0.005
Ti,1,5888.574,0.009,5888.5647,0.0017
Fe,1,5888.817,0.003,5888.8182,0.0005
Fe,1,5889.389,0.005,5889.3892,0.0005
S,1,5889.75,0.10,5889.71,0.10
Ti,1,5889.813,0.004,5889.8178,0.0021
Na,1,5889.95095,0.00003,5889.95094,0.00003
Fe,1,5890.496,0.003,5890.4986,0.0008
Fe,1,5891.1755,0.0010,5891.1755,0.0005
Fe,1,5891.8782,0.0010,5891.8769,0.0008
Pr,2,5892.23,0.10,5892.25+,0.05
Mo,1,5892.271,0.010,5892.270+,0.005
Cr,1,5892.33,0.08,5892.320,0.005
Fe,1,5892.4648,0.0010,5892.4659,0.0005
Fe,1,5892.6933,0.0010,5892.6930,0.0005
Fe,1,5892.801,0.003,5892.8000,0.0005
Ni,1,5892.88,0.10,5892.872,0.010
Fe,1,5893.2345,0.0010,5893.2346,0.0008
Mo,1,5893.363,0.010,5893.363+,0.005
Th,2,5893.4747,0.0006,5893.47497,0.00011
Ti,1,5894.092,0.004,5894.0917,0.0010
Pr,2,5894.22,0.10,,
S,1,,,5894.34+,0.03
Cr,1,5894.87,0.04,5894.9073,0.0007
Fe,1,5895.017,0.003,5895.0155,0.0005
Fe,1,5895.1629,0.0010,5895.1626,0.0005
S,1,,,5895.19+,0.03
S,1,,,5895.60+,0.03
Na,1,5895.92424,0.00003,5895.92424,0.00003
Mo,1,5895.932,0.010,5895.933+,0.005
Th,2,5896.3631,0.0004,5896.36295,0.00011
Fe,1,5896.743,0.007,5896.7357,0.0008
Yb,2,5897.21,0.10,,
Sm,2,5897.39,0.10,,
Fe,1,5897.752,0.005,5897.7448,0.0005
Fe,1,5898.2149,0.0010,5898.2156,0.0005
Fe,1,5898.510,0.007,5898.5000,0.0005
Fe,1,5898.510,0.007,5898.5038,0.0008
Mo,1,5898.842,0.010,5898.842+,0.005
Fe,1,5899.0631,0.0010,5899.0610,0.0005
Ti,1,5899.291,0.004,5899.2936,0.0014
Th,2,5899.4055,0.0005,5899.40527,0.00011
Zr,1,5901.09,0.10,,
Mo,1,5901.463,0.010,5901.463+,0.005
Fe,1,5901.5310,0.0010,5901.5304,0.0005
Fe,1,5901.742,0.005,5901.7516,0.0008
Th,2,5901.754,0.005,5901.76301,0.00021
La,2,5901.96,0.10,5901.99+,0.05
Th,2,5901.999,0.003,5901.99660,0.00011
Er,2,5902.08,0.10,,
Cr,1,5902.176,0.006,5902.1763,0.0008
Th,2,5902.364,0.003,5902.3672,0.0006
Fe,1,5902.4732,0.0010,5902.4725,0.0011
Y,1,5902.9117,0.0010,5902.9106,0.0005
Pr,2,5903.11,0.10,,
Ti,1,5903.315,0.004,5903.3150,0.0014
Gd,2,5904.07,0.10,,
Th,2,5904.1592,0.0004,5904.15973,0.00011
Cr,1,5904.198,0.005,5904.202,0.005
Ti,1,5904.334,0.009,5904.3424,0.0017
Pr,2,5904.45,0.10,5904.46+,0.05
Fe,1,5905.6716,0.0010,5905.6710,0.0005
Fe,1,5906.255,0.005,5906.2578,0.0005
Ti,1,5906.296,0.004,5906.2974,0.0014
Th,2,5906.3196,0.0024,5906.31870,0.00018
Ti,1,5906.420,0.004,5906.4160,0.0014
Ti,1,,,5906.4456,0.0014
Fe,1,5906.8427,0.0010,5906.8420,0.0005
Ba,1,5907.636,0.010,5907.637+,0.005
Fe,1,5907.8630,0.0010,5907.8627,0.0005
Th,2,5908.244,0.005,5908.23855,0.00009
Yb,2,5908.36,0.10,,
Th,2,5908.403,0.005,5908.40186,0.00025
Pr,2,5908.67,0.10,,
Fe,1,5909.844,0.003,5909.8436,0.0014
Fe,1,5909.9732,0.0010,5909.9722,0.0005
Th,2,5910.041,0.005,5910.0296,0.0006
Th,2,5910.104,0.003,5910.0916,0.0005
Th,2,5910.507,0.005,5910.50686,0.00014
Th,2,5911.360,0.005,5911.3596,0.0003
Gd,2,5911.45,0.10,,
Th,2,5912.104,0.005,5912.10485,0.00018
Gd,2,5913.55,0.10,,
Ti,1,5913.723,0.004,5913.7272,0.0014
Fe,1,5914.1117,0.0010,5914.1114,0.0005
Fe,1,5914.2009,0.0010,5914.2006,0.0005
Th,2,5914.38580,0.00014,5914.38576,0.00006
Dy,2,5915.16,0.10,,
Cr,1,5915.959,0.006,5915.9594,0.0006
Fe,1,5916.040,0.005,5916.0306,0.0005
Fe,1,5916.2470,0.0011,5916.2470,0.0005
Th,2,5916.347,0.005,5916.35239,0.00018
Fe,1,5916.550,0.003,5916.5541,0.0005
Cr,1,5916.756,0.004,5916.7555,0.0006
Cr,1,5917.97,0.04,5917.9776,0.0008
Ti,1,5918.534,0.004,5918.5363,0.0014
Th,2,5918.808,0.005,5918.79682,0.00014
Fe,1,5918.932,0.003,5918.9308,0.0005
Ti,1,5919.070,0.004,5919.0752,0.0021
Ru,1,5919.34,0.10,5919.35+,0.05
Cr,1,5919.90,0.04,5919.8633,0.0006
Fe,1,5920.503,0.003,5920.4991,0.0008
Ru,1,5921.45,0.10,5921.46+,0.05
Ti,1,5922.108,0.004,5922.1100,0.0018
Fe,1,5923.515,0.005,5923.5157,0.0008
Fe,1,5923.749,0.003,5923.7487,0.0005
Th,2,5924.3887,0.0014,5924.3888,0.0004
Dy,2,5924.56,0.10,,
V,1,5924.57,0.02,5924.5751,0.0011
Zr,1,5925.13,0.10,,
Sn,1,5925.3039,0.0019,5925.3038,0.0016
Th,2,5925.89182,0.00021,5925.89202,0.00008
Mo,1,5926.367,0.010,5926.367+,0.005
Th,2,5926.780,0.005,5926.77579,0.00018
Fe,1,5926.823,0.005,5926.8252,0.0008
Ru,1,5926.87,0.10,5926.87+,0.05
Th,2,5926.9394,0.0021,5926.94018,0.00008
La,2,5927.71,0.10,5927.71+,0.05
Fe,1,5927.7887,0.0011,5927.7884,0.0005
Th,2,5927.949,0.005,5927.95214,0.00021
Cr,1,5928.61,0.04,5928.5977,0.0011
Mo,1,5928.878,0.010,5928.878+,0.005
Th,2,5929.141,0.005,5929.1443,0.0003
Th,2,5929.4802,0.0005,5929.48029,0.00009
Fe,1,5929.6768,0.0011,5929.6758,0.0005
Fe,1,5930.1795,0.0011,5930.1802,0.0005
Cr,1,5930.35,0.04,5930.3870,0.0014
Pr,2,5930.66,0.10,5930.66+,0.05
Th,2,5930.957,0.005,5930.95744,0.00025
Fe,1,5931.890,0.003,5931.8921,0.0008
Th,2,5932.1265,0.0021,5932.12533,0.00018
Ru,1,5932.38,0.10,5932.41+,0.05
Th,2,5932.701,0.005,5932.70907,0.00021
Cr,1,5933.240,0.012,5933.2433,0.0018
Fe,1,5933.800,0.003,5933.7972,0.0005
Sn,1,5934.0058,0.0018,5934.0061,0.0022
Fe,1,,,5934.4217,0.0005
Fe,1,5934.6546,0.0011,5934.6542,0.0005
Th,2,5934.714,0.005,5934.71301,0.00025
Cu,1,5934.75,0.14,5934.74,0.05
Cr,1,5935.02,0.04,5934.991,0.011
Fe,1,5935.129,0.003,5935.1313,0.0008
Zr,1,5935.20,0.10,,
Cr,1,5935.37,0.04,5935.3151,0.0018
La,2,5936.22,0.10,5936.21+,0.05
Pr,2,5936.33,0.10,,
Th,2,5936.602,0.005,5936.60565,0.00021
Ru,1,5936.65,0.10,5936.64+,0.05
Fe,1,5936.937,0.005,5936.9377,0.0008
Fe,1,,,5937.0008,0.0005
Ti,1,5937.807,0.004,5937.8091,0.0014
Th,2,5938.5760,0.0005,5938.57588,0.00011
Cr,1,5938.74,0.04,5938.724,0.011
Sm,2,5938.90,0.10,,
Fe,1,5939.240,0.003,5939.2384,0.0008
Pr,2,5939.90,0.10,5939.90+,0.05
Fe,1,5940.452,0.005,5940.4556,0.0011
Ti,1,5940.646,0.004,5940.6487,0.0014
Pr,2,5940.72,0.10,5940.72+,0.05
Fe,1,5940.9911,0.0011,5940.9908,0.0005
Ti,1,5941.750,0.004,5941.7517,0.0014
Th,2,5942.1201,0.0025,5942.12475,0.00014
Th,2,5942.7955,0.0004,5942.79553,0.00011
Fe,1,5943.1003,0.0011,5943.1011,0.0008
Fe,1,5943.5780,0.0011,5943.5777,0.0005
Fe,1,5943.624,0.007,5943.6226,0.0005
Th,2,5944.054,0.005,5944.05755,0.00021
Th,2,5944.112,0.005,5944.11529,0.00014
Ti,1,5944.658,0.004,5944.6603,0.0011
Th,2,5945.021,0.004,5945.0073,0.0003
Fe,1,5945.390,0.003,5945.3900,0.0011
Th,2,5945.616,0.005,5945.61755,0.00021
Y,1,5945.6863,0.0010,5945.6849,0.0005
Th,2,5946.922,0.005,5946.92739,0.00025
Pr,2,5947.16,0.10,5947.19+,0.05
Fe,1,5947.5111,0.0011,5947.5122,0.0005
La,2,5948.30,0.10,5948.29+,0.05
Si,1,5948.545,0.010,5948.541,0.010
Th,2,5948.555,0.003,5948.55693,0.00021
Fe,1,5949.279,0.007,5949.2811,0.0005
Fe,1,5949.3466,0.0011,5949.3456,0.0005
Y,1,5949.9874,0.0010,5949.9872,0.0005
Cr,1,5950.70,0.04,5950.683,0.003
Th,2,5950.888,0.005,5950.8987,0.0005
Ru,1,5951.15,0.10,5951.15+,0.05
Pr,2,5951.27,0.10,5951.28+,0.05
Pr,2,5951.27,0.10,5951.27+,0.05
Fe,1,5951.4532,0.0011,5951.4575,0.0008
Gd,2,5951.60,0.10,,
Pr,2,5951.76,0.10,5951.73+,0.05
Th,2,5952.290,0.005,5952.3061,0.0003
Th,2,5952.350,0.005,5952.33628,0.00025
Fe,1,5952.7180,0.0011,5952.7177,0.0005
Fe,1,5952.885,0.003,5952.8860,0.0005
Ti,1,5953.157,0.004,5953.159,0.003
Fe,1,5953.597,0.003,5953.5968,0.0005
Eu,2,5953.84,0.10,,
Cr,1,5954.75,0.04,5954.6900,0.0006
Zr,1,5955.35,0.10,,
Cr,1,5955.56,0.06,5955.5620,0.0018
Cr,1,5955.56,0.06,5955.588,0.018
Th,2,5955.936,0.003,5955.94695,0.00025
Fe,1,5956.460,0.003,5956.4616,0.0005
Gd,2,5956.48,0.10,,
Pr,2,5956.60,0.10,5956.53+,0.05
Pr,2,5956.60,0.10,5956.61+,0.05
Pr,2,5956.60,0.10,5956.61+,0.05
Fe,1,5956.6940,0.0011,5956.6934,0.0005
Th,2,5956.804,0.003,5956.79928,0.00015
Th,2,5957.091,0.005,5957.0902,0.0003
Ti,1,5957.361,0.004,5957.3569,0.0011
Cr,1,5957.56,0.04,5957.5219,0.0004
Th,2,5957.736,0.005,5957.7453,0.0014
Fe,1,5957.864,0.003,5957.8638,0.0005
Th,2,5958.072,0.005,5958.06904,0.00022
S,1,,,5958.19+,0.04
Fe,1,5958.228,0.007,5958.2274,0.0005
Fe,1,5958.228,0.007,5958.2309,0.0005
Fe,1,5958.3328,0.0011,5958.3325,0.0005
O,1,5958.39,0.10,5958.386,0.010
O,1,5958.39,0.10,5958.386,0.010
O,1,5958.58,0.10,5958.584,0.010
O,1,5958.58,0.10,5958.584,0.010
O,1,5958.58,0.10,5958.584,0.010
O,1,,,5958.640,0.010
Ti,1,5958.746,0.004,5958.7516,0.0014
S,1,5959.11,0.10,5959.02,0.10
S,1,5959.11,0.10,5959.05,0.10
Cr,1,5959.166,0.004,5959.1675,0.0011
S,1,,,5959.48+,0.04
Fe,1,5959.9142,0.0011,5959.9146,0.0005
S,1,,,5960.30+,0.04
Fe,1,5960.361,0.003,5960.3620,0.0008
Th,2,5960.372,0.005,5960.3695,0.0003
S,1,5961.19,0.10,5961.21,0.10
Fe,1,5961.524,0.003,5961.5239,0.0008
Fe,1,5961.918,0.003,5961.9178,0.0005
Th,2,5961.9646,0.0005,5961.96463,0.00006
Th,2,5962.1752,0.0018,5962.17288,0.00011
Fe,1,5962.219,0.005,5962.2190,0.0005
Fe,1,5963.065,0.005,5963.0543,0.0005
Fe,1,5963.2382,0.0011,5963.2389,0.0005
Ti,1,5964.461,0.009,5964.4707,0.0011
Cr,1,5964.580,0.006,5964.57961,0.00022
Ti,1,5964.802,0.004,5964.8030,0.0011
Cr,1,5965.23,0.04,5965.193,0.004
Fe,1,5965.471,0.003,5965.4690,0.0005
V,1,5965.476,0.012,5965.4878,0.0021
Fe,1,5965.694,0.003,5965.6904,0.0005
Sm,2,5965.71,0.10,,
Ti,1,5965.825,0.004,5965.8285,0.0021
Fe,1,5965.9905,0.0011,5965.9887,0.0005
Eu,2,5966.07,0.10,,
Cu,1,5966.59,0.14,5966.44,0.14
Fe,1,5966.980,0.003,5966.9812,0.0005
Pr,2,5967.82,0.10,5967.84+,0.05
Sm,2,5968.82,0.10,,
Fe,1,,,5968.8829,0.0005
Ti,1,5969.138,0.004,5969.1363,0.0011
Fe,1,5969.5618,0.0011,5969.5619,0.0005
Sr,1,5970.078,0.006,5970.078,0.003
Sn,1,5970.2915,0.0012,5970.2927,0.0016
Cr,1,5970.69,0.04,5970.6896,0.0011
La,2,5971.09,0.10,5971.06+,0.05
Ti,1,5971.175,0.004,5971.1760,0.0014
Ba,1,5971.698,0.010,5971.698+,0.005
Cr,1,5972.30,0.04,5972.25974,0.00022
Th,2,5972.789,0.005,5972.78031,0.00018
Ru,1,5973.38,0.10,5973.36+,0.05
Fe,1,5973.470,0.003,5973.4716,0.0011
La,2,5973.53,0.10,5973.55+,0.05
Ru,1,5974.17,0.10,5974.16+,0.05
Th,2,5974.8618,0.0007,5974.8612,0.0004
V,1,5975.336,0.004,5975.3360,0.0008
Fe,1,5975.346,0.007,5975.3471,0.0008
Fe,1,5975.346,0.007,5975.35,0.03
Th,2,5976.118,0.005,5976.12667,0.00015
Fe,1,5976.1600,0.0011,5976.1601,0.0005
Th,2,5976.437,0.005,5976.42838,0.00018
Fe,1,5976.4387,0.0011,5976.4384,0.0005
Fe,1,5976.7767,0.0011,5976.7764,0.0005
Th,2,5978.069,0.005,5978.07528,0.00015
Fe,1,5978.323,0.005,5978.3254,0.0008
Ba,1,5978.461,0.010,5978.461+,0.005
Ti,1,5978.539,0.004,5978.541,0.003
Cr,1,5978.69,0.04,5978.6256,0.0005
Cr,1,5978.73,0.04,5978.7575,0.0014
Fe,1,5978.894,0.003,5978.8914,0.0008
V,1,5978.91,0.02,5978.9036,0.0007
Ti,1,5979.657,0.004,5979.6615,0.0011
V,1,5980.781,0.002,5980.7807,0.0006
Ti,1,5980.822,0.004,5980.8255,0.0014
Pr,2,5981.19,0.10,5981.20+,0.05
Fe,1,5981.3647,0.0011,5981.3647,0.0008
Th,2,5981.385,0.005,5981.38140,0.00015
Fe,1,5981.754,0.007,5981.7494,0.0008
Cr,1,5981.852,0.006,5981.8466,0.0007
Y,1,5981.881,0.010,5981.8794,0.0008
Th,2,5981.8847,0.0005,5981.88470,0.00011
Fe,1,5982.312,0.003,5982.3100,0.0008
Ti,1,5982.530,0.004,5982.5316,0.0014
Cr,1,5982.872,0.003,5982.8723,0.0006
Cr,1,5983.22,0.04,5983.281,0.014
Fe,1,5983.6806,0.0011,5983.6796,0.0005
Lu,2,5983.9,1.0,,
Th,2,5983.9994,0.0021,5983.99088,0.00018
Zr,1,5984.23,0.10,,
Ti,1,5984.576,0.004,5984.5772,0.0014
V,1,5984.60,0.02,5984.6310,0.0008
Fe,1,5984.8147,0.0011,5984.8148,0.0005
Fe,1,5985.188,0.003,5985.1860,0.0008
Th,2,5985.2082,0.0021,5985.20883,0.00015
Fe,1,5986.9559,0.0011,5986.9555,0.0008
Fe,1,5987.0645,0.0011,5987.0645,0.0008
Pr,2,5987.29,0.10,5987.27+,0.05
Mo,1,5988.162,0.010,5988.163+,0.005
Ti,1,5988.551,0.004,5988.5540,0.0025
Fe,1,5988.556,0.003,5988.5558,0.0008
Ru,1,5988.67,0.10,5988.68+,0.05
Th,2,5989.04476,0.00005,5989.04476,0.00005
Th,2,5989.200,0.005,5989.20781,0.00015
Th,2,5989.893,0.005,5989.8940,0.0003
Th,2,5989.987,0.005,5989.99207,0.00018
Th,2,5990.265,0.003,5990.26659,0.00015
Ti,1,5990.526,0.004,5990.5327,0.0014
Cr,1,5991.20,0.04,5991.1469,0.0004
Fe,1,5991.261,0.003,5991.2600,0.0008
Yb,2,5991.51,0.10,,
Th,2,5991.711,0.005,5991.70921,0.00008
Cr,1,5992.31,0.04,5992.287,0.011
Fe,1,5992.641,0.003,5992.6416,0.0005
Fe,1,5992.998,0.003,5992.9987,0.0005
Th,2,5993.268,0.005,5993.2731,0.0022
Ru,1,5993.65,0.10,5993.67+,0.05
Fe,1,5994.544,0.003,5994.5429,0.0005
O,1,5995.28,0.10,,
Zr,1,5995.37,0.10,,
Ti,1,5995.662,0.004,5995.6631,0.0014
Fe,1,5995.914,0.003,5995.9130,0.0005
Ti,1,5995.996,0.004,5996.000,0.003
Ni,1,,,5996.730,0.010
Ba,1,5997.087,0.010,5997.087+,0.005
Fe,1,5997.6745,0.0011,5997.6746,0.0015
Fe,1,5997.7774,0.0011,5997.7764,0.0005
Cr,1,5998.09,0.04,5998.0901,0.0003
Th,2,5998.655,0.005,5998.65843,0.00009
Cr,1,5998.91,0.04,5998.9903,0.0008
Fe,1,5998.9381,0.0011,5998.9385,0.0008
Ti,1,5999.008,0.004,5999.0116,0.0014
Ti,1,5999.657,0.004,5999.6579,0.0022
Cr,1,5999.97,0.04,6000.0399,0.0007
Fe,1,,,6000.0010,0.0005
Fe,1,6000.630,0.005,6000.6273,0.0008
Zr,1,6001.05,0.10,,
V,1,6002.303,0.003,6002.3026,0.0007
Th,2,6002.3664,0.0022,6002.35926,0.00011
Pr,2,6002.44,0.10,6002.46+,0.05
V,1,6002.625,0.002,6002.6241,0.0008
Ti,1,6002.630,0.004,6002.6306,0.0014
Fe,1,6003.0119,0.0011,6003.0108,0.0005
Gd,2,6004.57,0.10,,
Cr,1,6004.57,0.07,6004.5515,0.0008
Cr,1,6004.57,0.07,6004.5897,0.0014
Cr,1,6004.57,0.07,6004.612,0.011
Fe,1,6005.5409,0.0011,6005.5409,0.0005
Cr,1,6006.279,0.003,6006.2794,0.0008
Pr,2,6006.33,0.10,6006.33+,0.05
Cr,1,6006.61,0.04,6006.6041,0.0003
Er,2,6006.79,0.10,,
Ni,1,,,6007.310,0.010
Th,2,6007.591,0.005,6007.5891,0.0003
Fe,1,6007.7146,0.0011,6007.7143,0.0008
Fe,1,6007.9597,0.0011,6007.9594,0.0005
Fe,1,6008.5562,0.0011,6008.5556,0.0005
V,1,6008.65,0.02,6008.6729,0.0008
Er,2,6008.75,0.10,,
Th,2,6009.113,0.005,6009.11038,0.00022
Y,1,6009.1834,0.0010,6009.1840,0.0005
Fe,1,6009.826,0.007,6009.8209,0.0005
Fe,1,6009.826,0.007,6009.8263,0.0008
Cs,1,6010.4905,0.0005,6010.49010,0.00018
Th,2,6011.349,0.005,6011.35067,0.00018
Cr,1,6011.37,0.04,6011.4079,0.0003
Fe,1,6012.2095,0.0011,6012.2095,0.0005
Fe,1,6012.4373,0.0011,6012.4363,0.0008
Ti,1,6012.727,0.009,6012.7364,0.0022
Fe,1,6012.758,0.003,6012.7548,0.0005
Ti,1,6013.413,0.004,6013.4164,0.0014
Mn,1,6013.50,0.10,6013.51,0.10
Fe,1,6013.914,0.003,6013.9148,0.0011
Ti,1,6014.765,0.004,6014.7644,0.0022
Cr,1,6014.79,0.04,6014.7918,0.0006
Fe,1,6015.2439,0.0011,6015.2432,0.0005
Th,2,6015.42178,0.00022,6015.42187,0.00011
Er,2,6015.74,0.10,,
Th,2,6015.769,0.005,6015.7669,0.0004
Fe,1,6016.047,0.007,6016.0493,0.0008
V,1,6016.119,0.004,6016.1210,0.0011
Pr,2,6016.48,0.10,6016.51+,0.05
Mn,1,6016.64,0.10,,
Ti,1,6016.994,0.004,6016.9955,0.0014
U,2,6017.38,0.10,,
Ti,1,6017.545,0.004,6017.5460,0.0018
Pr,2,6017.80,0.10,6017.77+,0.05
V,1,6017.90,0.02,6017.9198,0.0007
Fe,1,6018.2991,0.0011,6018.2991,0.0005
Ti,1,6018.394,0.004,6018.3955,0.0018
Ti,1,6018.636,0.004,6018.6386,0.0014
Th,2,6018.9934,0.0005,6018.99401,0.00011
Th,2,6019.215,0.005,6019.21451,0.00015
Fe,1,6019.3655,0.0011,6019.3652,0.0005
Ba,1,6019.470,0.010,6019.470+,0.005
Cr,1,6019.58,0.04,6019.5549,0.0018
Fe,1,6020.0132,0.0004,,
Fe,1,6020.1688,0.0011,6020.1681,0.0005
Th,2,6021.4113,0.0005,6021.41164,0.00022
V,1,6021.748,0.003,6021.7513,0.0022
Fe,1,6021.7908,0.0011,6021.7887,0.0005
Mn,1,6021.80,0.10,6021.82,0.10
Th,2,6022.149,0.005,6022.1418,0.0003
Th,2,6022.223,0.005,6022.2204,0.0003
Cr,1,6022.85,0.04,6022.842,0.003
Y,1,6023.408,0.010,6023.407,0.004
Cr,1,6023.68,0.04,6023.6301,0.0006
Fe,1,6024.0576,0.0011,6024.0569,0.0005
V,1,6024.174,0.003,6024.1742,0.0011
Th,2,6024.934,0.005,6024.9326,0.0003
Cr,1,6025.153,0.003,6025.1544,0.0022
Zr,1,6025.36,0.10,,
V,1,6025.398,0.002,6025.4021,0.0008
Mo,1,6025.476,0.010,6025.477+,0.005
Th,2,6025.616,0.005,6025.61416,0.00015
Pr,2,6025.72,0.10,6025.73+,0.05
Ni,1,,,6025.754,0.010
Th,2,6026.238,0.003,6026.2475,0.0006
Fe,1,6027.0505,0.0011,6027.0506,0.0005
Mo,1,6027.256,0.010,6027.256+,0.005
Th,2,6027.481,0.005,6027.48232,0.00011
Fe,1,6027.723,0.003,6027.7232,0.0005
Cr,1,6027.75,0.04,6027.702,0.004
Th,2,6027.952,0.005,6027.95215,0.00015
Fe,1,6027.966,0.003,6027.9649,0.0005
Fe,1,6028.1063,0.0011,6028.103,0.004
Cr,1,6028.53,0.04,6028.5825,0.0018
Th,2,6028.863,0.005,6028.86463,0.00018
Cr,1,6029.30,0.04,6029.2717,0.0008
Mo,1,6030.644,0.010,6030.643+,0.005
Th,2,6030.808,0.005,6030.8124,0.0004
Nd,2,6031.266,0.010,6031.270+,0.005
Ti,1,6031.668,0.004,6031.6695,0.0015
Th,2,6031.911,0.005,6031.90847,0.00015
Er,2,6032.12,0.10,,
Th,2,6032.3172,0.0005,6032.31742,0.00008
Cu,1,6032.33,0.14,6032.39,0.08
Th,2,6032.432,0.005,6032.43814,0.00018
Zr,1,6032.61,0.10,,
Th,2,6032.665,0.005,6032.67367,0.00018
Th,2,6033.189,0.003,6033.1824,0.0005
Ce,2,6033.58,0.10,6033.544+,0.005
Fe,1,6034.0351,0.0011,6034.0347,0.0005
Cs,1,6034.0895,0.0005,6034.08916,0.00018
Th,2,6034.139,0.005,6034.1356,0.0003
Ce,2,6034.20,0.10,6034.205+,0.005
Nd,2,6034.239,0.010,6034.228+,0.005
Th,2,6034.5410,0.0015,6034.54004,0.00018
Fe,1,6035.337,0.007,6035.3367,0.0008
Fe,1,6035.337,0.007,6035.3436,0.0005
Ce,2,6035.49,0.10,6035.476+,0.005
Fe,1,6036.457,0.007,6036.4562,0.0005
Cr,1,6037.00,0.04,6037.0110,0.0015
Sn,1,6037.6043,0.0018,6037.6046,0.0016
Th,2,6038.308,0.005,6038.30896,0.00015
Cr,1,6039.27,0.04,6039.2779,0.0006
Ni,1,,,6039.298,0.010
V,1,6039.726,0.002,6039.7256,0.0009
Th,2,6040.120,0.005,6040.1201,0.0003
Cr,1,6040.44,0.08,6040.4012,0.0004
Th,2,6041.430,0.004,6041.4236,0.0015
Th,2,6041.628,0.005,6041.62576,0.00019
S,1,6041.93,0.10,6041.92,0.10
Fe,1,6042.0948,0.0004,,
Fe,1,6042.225,0.003,6042.2254,0.0005
Pr,2,6042.87,0.10,6042.87+,0.05
Th,2,6042.9610,0.0005,6042.96017,0.00011
Ce,2,6043.39,0.10,6043.373+,0.005
Th,2,6044.43280,0.00015,6044.43272,0.00007
Cr,1,6045.41,0.06,6045.4013,0.0011
Cr,1,6045.41,0.06,6045.4392,0.0009
Th,2,6045.467,0.005,6045.47413,0.00022
Er,2,6045.63,0.10,,
Zr,1,6045.85,0.10,,
S,1,,,6045.97+,0.04
S,1,6046.04,0.10,6046.04,0.10
O,1,6046.23,0.10,6046.233,0.010
O,1,6046.44,0.10,6046.438,0.010
O,1,6046.49,0.10,6046.495,0.010
Pr,2,6046.66,0.10,6046.66+,0.05
Cr,1,6047.657,0.003,6047.6562,0.0008
Mo,1,6047.844,0.010,6047.843+,0.005
Er,2,6048.14,0.10,,
Th,2,6048.174,0.005,6048.1641,0.0006
V,1,6048.64,0.02,6048.6610,0.0006
Ti,1,6048.717,0.004,6048.7163,0.0018
Zr,1,6049.24,0.10,,
Eu,2,6049.51,0.10,,
Th,2,6049.7721,0.0006,6049.77282,0.00011
Th,2,6049.925,0.005,6049.9283,0.0003
Pr,2,6050.04,0.10,6050.04+,0.05
U,2,6051.74,0.10,,
Ce,2,6051.80,0.10,6051.816+,0.005
Nd,2,6051.875,0.010,6051.868+,0.005
S,1,,,6052.53+,0.04
S,1,,,6052.59+,0.04
S,1,6052.66,0.10,6052.66,0.10
Yb,2,6052.88,0.10,,
Cr,1,6053.12,0.04,6053.131,0.018
Ni,1,,,6053.685,0.010
Fe,1,6054.0738,0.0011,6054.0731,0.0005
Cr,1,6054.41,0.04,6054.4204,0.0015
V,1,6054.477,0.003,6054.4800,0.0018
Th,2,6054.535,0.005,6054.5380,0.0003
Sn,1,6054.6738,0.0021,6054.6733,0.0016
